SKU,Product Title,Alibaba Category,Collection,Brief Description,Available Sizes,Material,Certifications,Unit Price – 1–9 units (USD FOB),Unit Price – 10–99 units (USD FOB),Unit Price – 100+ units (USD FOB),Minimum Order Quantity,Supply Ability (per month),Lead Time,Place of Origin,Brand,Port of Export,Payment Terms,Packaging,Product Image URL,Product Page URL,Keywords
LS-PALM-QP-ROUND-5FT,Commercial Artificial Queen Palm Tree — Round Pot – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",5 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-6FT,Commercial Artificial Queen Palm Tree — Round Pot – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",6 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-7FT,Commercial Artificial Queen Palm Tree — Round Pot – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",7 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-WHITE-4FT,Commercial Artificial Queen Palm Tree — White Pot – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,Contemporary white-pot Queen Palm for minimalist hotel lobbies and corporate reception areas. Same premium PE foliage and steel armature as our classic round-pot model. Special-order NFPA 701 option available for select configurations.,4 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, white ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-white.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm white pot, contemporary artificial palm, minimalist palm tree, office lobby palm"
LS-OLIVE-VELVET-6FT,Velvet Flock Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Unique velvet-flocked foliage finish for a tactile, ultra-realistic leaf texture. Preferred for close-contact display contexts — boutique hotel reception, luxury retail pop-up, event design.",6 ft,"Velvet-flock coated foliage, steel wire branches, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-velvet.webp,https://laysun.co/artificial-olive-trees,"velvet flock olive tree, flocked artificial tree, luxury fake olive tree, tactile artificial tree, event tree"
LS-FLF-CURVED-5FT,Commercial Artificial Curved Trunk Fiddle Leaf Fig Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"The most-specified artificial fiddle leaf fig for interior designers — curved trunk, large dramatic leaves, ideal for hotel lobbies, corporate offices and residential commercial. A special-order NFPA 701 option is available for select configurations.",5 ft,"Large PE fiddle leaf fig leaves, curved steel armature trunk, weighted planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",79.00,63.00,49.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-flfig-curved.webp,https://laysun.co/artificial-fiddle-leaf-fig,"artificial fiddle leaf fig, fake fiddle leaf fig commercial, curved trunk fiddle leaf, hotel fiddle leaf fig, NFPA 701 fiddle leaf"
LS-FLF-CURVED-6FT,Commercial Artificial Curved Trunk Fiddle Leaf Fig Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"The most-specified artificial fiddle leaf fig for interior designers — curved trunk, large dramatic leaves, ideal for hotel lobbies, corporate offices and residential commercial. A special-order NFPA 701 option is available for select configurations.",6 ft,"Large PE fiddle leaf fig leaves, curved steel armature trunk, weighted planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",79.00,63.00,49.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-flfig-curved.webp,https://laysun.co/artificial-fiddle-leaf-fig,"artificial fiddle leaf fig, fake fiddle leaf fig commercial, curved trunk fiddle leaf, hotel fiddle leaf fig, NFPA 701 fiddle leaf"
LS-FLF-CURVED-7FT,Commercial Artificial Curved Trunk Fiddle Leaf Fig Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"The most-specified artificial fiddle leaf fig for interior designers — curved trunk, large dramatic leaves, ideal for hotel lobbies, corporate offices and residential commercial. A special-order NFPA 701 option is available for select configurations.",7 ft,"Large PE fiddle leaf fig leaves, curved steel armature trunk, weighted planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",79.00,63.00,49.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-flfig-curved.webp,https://laysun.co/artificial-fiddle-leaf-fig,"artificial fiddle leaf fig, fake fiddle leaf fig commercial, curved trunk fiddle leaf, hotel fiddle leaf fig, NFPA 701 fiddle leaf"
LS-FLF-WOOD-TRUNK-6FT,Commercial Artificial Real Wood Trunk Fiddle Leaf Fig Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,Natural wood trunk gives unrivalled authenticity for premium hospitality interiors. Preserved timber trunk with hand-placed PE leaves — a top specification for luxury boutique hotels and designer showrooms.,6 ft,"Large PE fiddle leaf fig leaves, natural preserved wood trunk, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-flfig-wood-trunk.webp,https://laysun.co/artificial-fiddle-leaf-fig,"real wood trunk fiddle leaf fig, authentic fake fiddle leaf, luxury artificial fiddle leaf, preserved wood tree"
LS-FLF-MULTI-7FT,Commercial Artificial Multi-branch Fiddle Leaf Fig Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Multi-stem fiddle leaf fig with a full, lush silhouette — more dramatic visual impact than single-stem. Popular for hotel lounge areas and large corporate reception spaces.",7 ft,"PE fiddle leaf fig leaves, multi-stem steel armature, weighted planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-flfig-multi-branch.webp,https://laysun.co/artificial-fiddle-leaf-fig,"multi branch fiddle leaf fig artificial, multi stem fiddle leaf fake, full fiddle leaf tree, lounge fiddle leaf fig"
LS-FICUS-LARGE-HEAD-8FT,Commercial Artificial Large Head Mini Ficus Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,Oversized dense-canopy ficus with a proportionally large head — a bold statement piece for hotel atriums and large-volume commercial spaces at 8 ft.,8 ft,"Dense PE ficus leaves, large-head wire armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-large-head.webp,https://laysun.co/artificial-fiddle-leaf-fig,"large head ficus artificial, oversized ficus tree, big canopy ficus fake, atrium ficus tree"
LS-FICUS-THREE-TRUNK-5FT,Commercial Artificial Three-trunk Real Wood Ficus Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,Three-stem real wood ficus — dramatic multi-trunk configuration for high-impact hotel lobby installations. Natural wood trunks provide authentic texture and warmth.,5 ft,"PE ficus leaves, three natural wood trunks, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",139.00,111.00,86.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-three-trunk.webp,https://laysun.co/artificial-fiddle-leaf-fig,"three trunk ficus artificial, multi trunk real wood ficus, natural ficus tree fake, luxury ficus tree"
LS-FICUS-THREE-TRUNK-6FT,Commercial Artificial Three-trunk Real Wood Ficus Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,Three-stem real wood ficus — dramatic multi-trunk configuration for high-impact hotel lobby installations. Natural wood trunks provide authentic texture and warmth.,6 ft,"PE ficus leaves, three natural wood trunks, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",139.00,111.00,86.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-three-trunk.webp,https://laysun.co/artificial-fiddle-leaf-fig,"three trunk ficus artificial, multi trunk real wood ficus, natural ficus tree fake, luxury ficus tree"
LS-FICUS-TWO-TRUNK-5FT,Commercial Artificial Two-trunk Real Wood Ficus Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Twin natural wood trunk ficus for a balanced, organic composition. Widely used in hotel room lobbies, spa reception and premium co-working environments.",5 ft,"PE ficus leaves, twin natural wood trunks, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-two-trunk.webp,https://laysun.co/artificial-fiddle-leaf-fig,"two trunk ficus artificial, twin trunk wood ficus, spa ficus tree, co-working artificial tree"
LS-FICUS-TWO-TRUNK-6FT,Commercial Artificial Two-trunk Real Wood Ficus Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Twin natural wood trunk ficus for a balanced, organic composition. Widely used in hotel room lobbies, spa reception and premium co-working environments.",6 ft,"PE ficus leaves, twin natural wood trunks, planter base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-two-trunk.webp,https://laysun.co/artificial-fiddle-leaf-fig,"two trunk ficus artificial, twin trunk wood ficus, spa ficus tree, co-working artificial tree"
LS-FICUS-CURVED-4FT,Commercial Artificial Curved Trunk Ficus Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Graceful curved-trunk ficus — a versatile specification at 4–6 ft for hotel corridors, restaurant dividers and retail displays. Strong seller in European hospitality markets.",4 ft,"PE ficus leaves, curved fibreglass trunk, steel wire branches, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",79.00,63.00,49.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-curved.webp,https://laysun.co/artificial-fiddle-leaf-fig,"curved trunk ficus artificial, curved fake ficus, restaurant ficus tree, hotel corridor ficus"
LS-FICUS-CURVED-5FT,Commercial Artificial Curved Trunk Ficus Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Graceful curved-trunk ficus — a versatile specification at 4–6 ft for hotel corridors, restaurant dividers and retail displays. Strong seller in European hospitality markets.",5 ft,"PE ficus leaves, curved fibreglass trunk, steel wire branches, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",79.00,63.00,49.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-curved.webp,https://laysun.co/artificial-fiddle-leaf-fig,"curved trunk ficus artificial, curved fake ficus, restaurant ficus tree, hotel corridor ficus"
LS-FICUS-CURVED-6FT,Commercial Artificial Curved Trunk Ficus Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Graceful curved-trunk ficus — a versatile specification at 4–6 ft for hotel corridors, restaurant dividers and retail displays. Strong seller in European hospitality markets.",6 ft,"PE ficus leaves, curved fibreglass trunk, steel wire branches, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",79.00,63.00,49.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-curved.webp,https://laysun.co/artificial-fiddle-leaf-fig,"curved trunk ficus artificial, curved fake ficus, restaurant ficus tree, hotel corridor ficus"
LS-FICUS-VARIEGATED-5FT,Commercial Artificial Variegated White-edge Ficus Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Distinctive white-edged variegated ficus — a design-forward choice for boutique hotels, contemporary retail and creative workspaces. Unusual variegated colouring attracts social media attention.",5 ft,"Variegated PE ficus leaves (green with white edges), steel armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",95.00,76.00,59.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-variegated.webp,https://laysun.co/artificial-fiddle-leaf-fig,"variegated ficus artificial, white edge ficus fake, designer ficus tree, boutique hotel tree, unique artificial tree"
LS-FICUS-VARIEGATED-6FT,Commercial Artificial Variegated White-edge Ficus Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Distinctive white-edged variegated ficus — a design-forward choice for boutique hotels, contemporary retail and creative workspaces. Unusual variegated colouring attracts social media attention.",6 ft,"Variegated PE ficus leaves (green with white edges), steel armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",95.00,76.00,59.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-variegated.webp,https://laysun.co/artificial-fiddle-leaf-fig,"variegated ficus artificial, white edge ficus fake, designer ficus tree, boutique hotel tree, unique artificial tree"
LS-FICUS-VARIEGATED-7FT,Commercial Artificial Variegated White-edge Ficus Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Ficus Trees,Artificial Fiddle Leaf Fig & Ficus,"Distinctive white-edged variegated ficus — a design-forward choice for boutique hotels, contemporary retail and creative workspaces. Unusual variegated colouring attracts social media attention.",7 ft,"Variegated PE ficus leaves (green with white edges), steel armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",95.00,76.00,59.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-ficus-variegated.webp,https://laysun.co/artificial-fiddle-leaf-fig,"variegated ficus artificial, white edge ficus fake, designer ficus tree, boutique hotel tree, unique artificial tree"
LS-FLOWER-CAMELLIA-RED-2-5FT,Commercial Artificial Red Camellia Tree – 2.5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Striking red camellia tree for hotel lobbies, event design and restaurant entrances. Vibrant silk camellia blooms at 2.5–7 ft. Fire-rated. Strong seasonal demand from hospitality buyers worldwide.",2.5 ft,"Silk/PE red camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",45.00,36.00,28.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red camellia tree, fake camellia tree, floral artificial tree, hotel event tree, silk camellia tree"
LS-FLOWER-CAMELLIA-RED-3FT,Commercial Artificial Red Camellia Tree – 3 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Striking red camellia tree for hotel lobbies, event design and restaurant entrances. Vibrant silk camellia blooms at 2.5–7 ft. Fire-rated. Strong seasonal demand from hospitality buyers worldwide.",3 ft,"Silk/PE red camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",45.00,36.00,28.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red camellia tree, fake camellia tree, floral artificial tree, hotel event tree, silk camellia tree"
LS-FLOWER-CAMELLIA-RED-4FT,Commercial Artificial Red Camellia Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Striking red camellia tree for hotel lobbies, event design and restaurant entrances. Vibrant silk camellia blooms at 2.5–7 ft. Fire-rated. Strong seasonal demand from hospitality buyers worldwide.",4 ft,"Silk/PE red camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",45.00,36.00,28.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red camellia tree, fake camellia tree, floral artificial tree, hotel event tree, silk camellia tree"
LS-FLOWER-CAMELLIA-RED-5FT,Commercial Artificial Red Camellia Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Striking red camellia tree for hotel lobbies, event design and restaurant entrances. Vibrant silk camellia blooms at 2.5–7 ft. Fire-rated. Strong seasonal demand from hospitality buyers worldwide.",5 ft,"Silk/PE red camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",45.00,36.00,28.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red camellia tree, fake camellia tree, floral artificial tree, hotel event tree, silk camellia tree"
LS-FLOWER-CAMELLIA-RED-6FT,Commercial Artificial Red Camellia Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Striking red camellia tree for hotel lobbies, event design and restaurant entrances. Vibrant silk camellia blooms at 2.5–7 ft. Fire-rated. Strong seasonal demand from hospitality buyers worldwide.",6 ft,"Silk/PE red camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",45.00,36.00,28.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red camellia tree, fake camellia tree, floral artificial tree, hotel event tree, silk camellia tree"
LS-FLOWER-CAMELLIA-RED-7FT,Commercial Artificial Red Camellia Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Striking red camellia tree for hotel lobbies, event design and restaurant entrances. Vibrant silk camellia blooms at 2.5–7 ft. Fire-rated. Strong seasonal demand from hospitality buyers worldwide.",7 ft,"Silk/PE red camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",45.00,36.00,28.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-red.webp,https://laysun.co/artificial-flowering-trees,"artificial red camellia tree, fake camellia tree, floral artificial tree, hotel event tree, silk camellia tree"
LS-FLOWER-CAMELLIA-WHITE-4-5FT,Commercial Artificial White Camellia Tree – 4.5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Elegant white camellia tree — a perennial choice for luxury hotel lobbies, bridal events and high-end retail displays. Clean and timeless in white.",4.5 ft,"Silk/PE white camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",48.00,38.00,30.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-white.webp,https://laysun.co/artificial-flowering-trees,"artificial white camellia tree, white floral tree fake, bridal event tree, luxury hotel flower tree"
LS-FLOWER-CAMELLIA-WHITE-6FT,Commercial Artificial White Camellia Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Elegant white camellia tree — a perennial choice for luxury hotel lobbies, bridal events and high-end retail displays. Clean and timeless in white.",6 ft,"Silk/PE white camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",48.00,38.00,30.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-white.webp,https://laysun.co/artificial-flowering-trees,"artificial white camellia tree, white floral tree fake, bridal event tree, luxury hotel flower tree"
LS-FLOWER-CAMELLIA-PINK-4FT,Commercial Artificial Pink Camellia Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Flower Trees,Artificial Flowering Trees,"Soft pink camellia tree — a romantic accent piece for boutique hotels, beauty spas, bridal suites and luxury retail displays.",4 ft,"Silk/PE pink camellia blooms, wire branch frame, fibreglass trunk, decorative pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",45.00,36.00,28.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-camellia-pink.webp,https://laysun.co/artificial-flowering-trees,"artificial pink camellia tree, pink floral fake tree, spa hotel tree, romantic artificial tree"
